variant_id,orderquantity,unitprice,view,add_to_cart,best_seller_of_month,best_seller_next_month
291,93,218.75,222,94,True,False
294,33,400.98,38,34,False,False
300,22,424.21,56,24,False,False
304,31,150.98,71,36,False,False
306,27,100.98,47,30,False,False
323,41,449.99,94,45,False,False
329,2,20.28,2,2,False,False
335,24,550.98,57,28,False,False
340,13,3.69,30,13,False,False
346,50,18.97,65,52,True,False
356,32,12.58,87,37,False,False
361,14,9.77,14,14,False,False
367,45,5.58,120,54,False,False
374,9,3.36,23,9,False,False
382,38,41.32,59,41,False,False
391,34,36.55,39,35,False,False
395,14,155.06,28,16,False,False
396,4,3.8,4,4,False,False
397,33,205.99,54,33,False,False
408,34,90.98,47,39,False,False
423,28,1.74,35,30,False,False
438,3,2.08,8,3,False,False
453,37,500.97,90,38,False,False
465,5,22.23,10,5,False,False
470,30,30.73,49,34,False,False
476,44,20.95,61,50,False,False
488,1,387.99,3,1,False,False
497,12,140.85,19,13,False,False
505,23,10.98,41,27,False,False
520,13,896.99,15,13,False,False
528,34,15.99,59,38,False,False
537,53,24.92,148,59,True,True
545,32,99.23,92,37,False,False
553,2,24.98,4,2,False,False
557,40,122.99,76,41,False,True
561,12,89.99,18,14,False,False
563,42,60.89,104,42,False,False
565,30,500.98,38,30,False,False
567,7,4.42,18,7,False,False
572,40,5.78,108,46,False,False
575,7,34.23,19,8,False,False
596,36,225.04,105,38,False,False
600,27,68.81,49,27,False,False
625,36,31.76,58,38,False,False
629,29,78.65,72,33,False,False
638,16,178.47,22,19,False,False
640,9,78.69,25,10,False,False
645,42,11.66,114,45,False,False
664,41,8.32,110,42,False,False
675,1,35.41,1,1,False,False
678,58,8.12,74,67,True,False
681,3,4.2,7,3,False,False
689,14,70.89,19,16,False,False
699,15,73.98,18,17,False,False
704,1,24.95,1,1,False,False
721,13,100.98,22,14,False,False
730,43,125.99,77,51,False,False
755,5,33.94,10,5,False,False
758,44,26.31,126,49,False,False
764,23,50.98,43,23,False,False
770,87,162.93,208,89,True,False
775,22,1.76,59,26,False,False
776,41,5.84,41,42,False,False
803,41,150.98,94,49,False,False
805,43,12.64,86,45,False,False
807,44,14.34,79,49,False,False
810,12,58.14,29,12,False,False
812,8,81.94,12,8,False,False
815,12,120.98,28,13,False,False
820,42,1.14,104,49,False,False
821,43,167.27,52,48,False,False
822,45,130.98,133,46,False,False
826,10,90.98,13,12,False,False
829,48,306.14,144,52,True,False
839,33,21.98,90,36,False,False
862,45,12.21,133,47,False,False
875,10,14.03,19,12,False,False
877,21,2.21,60,25,False,False
878,42,5.84,81,44,False,False
889,1,4.98,3,1,False,False
898,8,2.08,11,8,False,False
910,26,349.45,29,29,False,False
911,21,2.84,42,24,False,False
914,47,125.99,106,52,True,False
921,57,2.1,74,67,True,False
933,33,370.98,84,35,False,False
934,17,140.98,21,17,False,False
941,32,22.98,55,36,False,False
942,15,17.78,21,15,False,False
943,3,29.34,7,3,False,False
946,3,499.99,8,3,False,False
962,71,19.98,103,77,True,False
975,15,8.67,27,18,False,True
976,25,11.97,33,28,False,False
980,34,3.78,85,37,False,False
992,17,11.97,27,18,False,False
993,18,5.68,49,21,False,False
998,33,1.88,89,33,False,False
1001,22,65.99,27,25,False,False
1005,9,125.99,23,10,False,False
1007,2,65.99,2,2,False,False
1016,48,1.86,121,54,True,False
1021,16,195.99,46,16,False,False
1022,35,155.99,80,42,False,False
1023,21,95.99,42,23,False,False
1028,10,40.97,22,12,False,False
1035,34,65.99,67,38,False,False
1047,14,13.48,36,15,False,False
1050,37,20.34,77,37,False,False
1053,7,20.98,21,8,False,False
1058,33,12.99,66,38,False,False
1063,6,21.38,15,7,False,False
1064,29,60.97,44,34,False,False
1074,19,49.99,56,22,False,False
1082,8,125.99,22,8,False,False
1094,25,29.89,30,28,False,False
1101,5,10.94,7,6,False,False
1107,5,6.75,10,6,False,False
1109,12,42.8,21,13,False,False
1117,33,6.54,77,34,False,False
1125,42,4.76,81,43,False,False
1127,53,11.34,63,62,True,False
1132,29,48.04,44,34,False,False
1151,22,55.98,26,26,False,False
1158,10,4.98,27,12,False,False
1162,20,4.28,26,20,False,False
1165,15,5.98,39,15,False,False
1166,16,6.48,38,19,False,False
1169,38,55.98,40,42,False,False
1177,24,104.85,34,25,False,False
1209,21,6.48,54,23,False,False
1217,25,6.48,30,25,False,False
1218,15,6.48,21,18,False,False
1222,23,6.48,65,23,False,False
1231,45,6.48,97,47,False,False
1235,41,6.48,53,44,False,False
1237,25,6.48,58,26,False,False
1242,40,6.48,47,41,False,False
1252,28,65.99,57,32,False,False
1253,25,65.99,42,27,False,False
19,35,200.99,69,37,False,False
52,26,65.99,42,29,False,False
63,41,39.48,74,41,False,False
67,29,65.99,65,32,False,False
76,2,15.99,4,2,False,False
78,20,85.99,51,21,False,False
79,27,35.99,65,30,False,False
80,17,20.99,49,20,False,False
84,64,20.99,145,76,True,False
88,41,35.99,111,45,False,False
97,35,20.99,84,40,False,False
115,38,4.91,52,40,False,False
120,6,2.78,7,6,False,False
127,50,12.98,85,54,True,False
161,11,5.18,31,11,False,False
162,5,7.28,14,6,False,False
173,9,2.88,16,10,False,False
181,12,3.69,20,13,False,False
187,13,3.75,18,14,False,False
190,4,3.69,5,4,False,False
193,5,4.13,9,6,False,True
196,34,6.3,64,37,False,True
206,22,2.88,46,24,False,False
207,12,5.53,17,12,False,False
214,16,3.85,37,16,False,False
218,4,6.23,5,4,False,False
223,2,8.6,2,2,False,False
234,23,1.7,54,25,False,False
249,21,40.98,26,23,False,False
275,28,46.89,76,28,False,False
279,18,39.98,30,19,False,False
282,17,11.66,51,20,False,False
291,28,218.75,34,33,False,False
292,9,3.25,20,10,False,False
295,15,376.13,15,17,False,False
301,4,212.6,12,4,False,False
309,47,6.37,139,56,True,False
325,8,3499.99,9,9,False,False
335,12,550.98,32,12,False,False
356,35,12.58,102,38,False,False
385,27,29.18,51,28,False,False
404,28,105.29,62,31,False,False
410,7,41.47,20,7,False,False
412,16,6.24,34,19,False,False
417,41,4.14,89,49,False,False
434,9,7.38,26,10,False,False
438,26,2.08,59,27,False,False
458,36,50.98,89,37,False,False
461,7,17.67,12,8,False,False
466,30,22.23,64,34,False,False
473,34,64.98,68,35,False,False
477,33,11.7,83,36,False,False
480,48,34.98,106,53,True,False
491,39,48.92,109,41,False,False
512,42,6.64,103,44,False,False
515,3,420.98,4,3,False,False
517,46,165.98,127,53,False,False
527,50,16.74,105,53,True,False
530,18,63.98,50,20,False,False
537,68,24.92,95,78,True,False
547,61,280.98,151,65,True,False
555,4,258.98,5,4,False,False
557,84,122.99,189,94,True,False
558,35,150.89,63,39,False,False
562,18,300.98,29,18,False,False
565,32,500.98,43,34,False,False
570,41,300.97,108,41,False,False
573,24,9.99,41,28,False,False
588,41,115.99,82,44,False,False
608,16,355.98,26,16,False,False
612,27,113.98,64,28,False,False
628,25,123.38,54,27,False,False
636,34,363.25,83,34,False,False
640,24,78.69,56,26,False,False
641,8,46.94,22,9,False,False
645,35,11.66,78,40,False,False
666,10,5.98,22,11,False,False
681,47,4.2,122,52,False,False
719,26,15.98,34,30,False,False
725,41,9.85,114,42,False,False
738,1,5.08,2,1,False,False
741,34,4.89,54,40,False,False
747,29,17.48,45,31,False,False
749,10,28.48,16,12,False,False
762,23,30.97,39,25,False,False
776,39,5.84,64,41,False,False
780,52,4.28,146,61,True,False
785,35,2.21,62,36,False,False
791,26,3.28,69,28,False,False
795,21,3.28,43,22,False,False
796,27,2.94,73,30,False,False
812,5,81.94,10,5,False,False
814,48,130.98,129,48,True,False
824,1,160.98,2,1,False,False
836,43,32.98,44,46,False,False
837,29,66.99,39,29,False,False
839,6,21.98,14,7,False,False
842,39,145.45,92,43,False,False
844,41,297.64,67,49,False,False
847,44,11.58,113,50,False,False
878,24,5.84,66,24,False,False
912,12,7.08,26,14,False,False
919,43,2.88,58,45,False,False
930,15,114.98,45,15,False,False
935,32,7.64,41,33,False,False
945,15,549.99,22,17,False,False
953,89,37.94,240,96,True,False
973,17,11.34,46,20,False,False
975,70,8.67,75,78,True,False
977,8,10.48,22,8,False,False
992,30,11.97,41,36,False,False
1002,12,115.99,34,12,False,False
1030,45,23.99,55,46,False,False
1040,3,105.98,7,3,False,False
1044,17,107.53,31,20,False,False
1054,38,20.98,54,41,False,False
1060,3,125.99,7,3,False,False
1065,12,70.97,27,14,False,False
1066,18,4.82,46,21,False,False
1068,25,60.98,29,26,False,False
1072,5,99.99,10,6,False,False
1099,50,23.99,68,50,True,False
1101,3,10.94,6,3,False,False
1102,21,40.99,53,21,False,False
1104,81,5.28,229,83,True,False
1105,38,5.34,109,38,False,False
1110,39,7.1,104,44,False,False
1111,36,5.18,38,43,False,False
1115,19,4.82,52,21,False,False
1162,15,4.28,24,16,False,False
1190,3,4.28,8,3,False,False
1209,11,6.48,20,13,False,False
1214,8,4.28,24,9,False,False
1216,29,5.98,59,30,False,False
1227,1,6.48,1,1,False,False
1230,29,6.48,45,30,False,False
1232,19,6.48,41,21,False,False
1238,39,6.48,61,39,False,False
1243,18,6.48,53,19,False,False
1249,15,6.08,30,16,False,False
1262,27,65.99,49,31,False,False
16,45,20.99,100,47,False,False
41,27,200.99,37,32,False,False
42,50,175.99,134,56,True,False
45,2,65.99,4,2,False,False
57,25,205.99,45,27,False,False
62,7,140.99,10,7,False,False
63,28,39.48,66,33,False,False
65,28,65.99,82,32,False,False
72,44,4.13,124,52,False,False
84,17,20.99,32,17,False,False
95,48,55.99,137,57,True,False
97,27,20.99,54,31,False,False
101,7,85.99,17,7,False,False
108,50,29.1,139,51,True,False
113,43,3.81,62,43,False,False
116,42,14.45,66,48,False,False
122,2,3.29,3,2,False,False
123,50,6.84,132,56,True,False
129,35,6.84,101,38,False,False
144,12,30.93,22,12,False,False
150,11,5.81,31,13,False,False
162,40,7.28,106,43,False,False
165,42,5.28,102,46,False,False
177,4,3.08,6,4,False,False
180,14,12.53,26,14,False,False
193,50,4.13,150,56,True,False
196,50,6.3,115,53,True,False
207,32,5.53,81,37,False,True
229,17,4.98,50,17,False,False
235,14,25.99,35,15,False,False
246,28,54.48,68,28,False,False
248,46,39.48,92,46,False,False
256,71,35.48,125,73,True,False
258,39,7.99,43,45,False,False
262,35,145.98,82,42,False,False
283,3,22.01,9,3,False,False
284,30,21.38,90,31,False,False
290,47,30.98,52,52,False,False
293,6,348.21,11,6,False,False
296,56,417.4,151,66,True,False
304,6,150.98,13,7,False,False
305,58,100.98,118,59,True,False
306,1,100.98,2,1,False,False
317,14,51.98,24,16,False,False
324,38,120.97,81,41,False,False
325,1,3499.99,2,1,False,False
326,37,4.98,52,43,False,False
334,4,320.64,12,4,False,False
348,50,56.96,136,56,True,False
388,23,5.85,58,24,False,False
391,2,36.55,6,2,False,False
394,28,98.31,66,28,False,False
395,64,155.06,108,65,True,False
408,37,90.98,43,43,False,False
421,43,28.28,125,47,False,False
422,3,39.98,9,3,False,False
424,50,6.98,133,54,True,False
426,38,3.34,85,44,False,False
431,10,8.75,10,11,False,False
432,9,12.07,26,10,False,False
442,38,194.3,96,41,False,False
450,43,400.97,128,46,False,False
453,3,500.97,9,3,False,False
469,2,10.4,3,2,False,False
477,27,11.7,30,29,False,False
482,4,30.42,5,4,False,False
496,39,95.43,44,43,False,False
505,32,10.98,55,32,False,False
506,18,18.84,20,21,False,False
520,4,896.99,9,4,False,False
535,13,8.85,16,13,False,False
557,26,122.99,50,29,False,False
562,39,300.98,114,41,False,False
564,21,25.98,26,21,False,False
565,39,500.98,94,39,False,False
569,13,100.97,14,15,False,False
572,34,5.78,76,40,False,False
583,39,119.99,106,39,False,False
605,18,111.96,49,21,False,False
614,13,243.98,20,13,False,True
621,1,140.81,2,1,False,False
632,26,4.48,39,27,False,False
641,9,46.94,24,9,False,False
658,7,52.4,10,7,False,False
661,4,120.33,5,4,False,False
665,9,7.28,12,10,False,False
670,19,7.37,26,20,False,False
682,8,7.98,15,8,False,False
689,16,70.89,22,18,False,False
691,30,20.48,52,34,False,False
692,48,90.24,105,51,False,False
693,42,40.98,94,46,False,False
701,27,110.99,62,32,False,False
709,12,2.52,21,14,False,False
731,30,125.99,51,31,False,False
745,27,12.97,32,32,False,False
752,45,22.98,61,50,False,False
763,12,39.98,17,13,False,False
768,43,34.76,97,45,False,False
773,34,11.55,94,34,False,False
785,9,2.21,26,9,False,False
786,19,3.28,50,19,False,False
823,22,180.98,28,26,False,False
831,47,442.14,64,50,False,False
838,35,37.74,50,37,False,False
842,5,145.45,14,5,False,False
866,34,2.78,64,39,False,False
869,34,20.98,76,37,False,False
873,30,4.55,70,35,False,False
875,21,14.03,33,25,False,False
884,1,12.28,2,1,False,False
894,19,286.85,51,22,False,False
908,27,42.76,60,30,False,False
912,31,7.08,93,37,False,False
926,29,279.81,59,33,False,False
928,20,43.41,41,23,False,False
938,49,3.52,80,52,True,False
940,77,3.14,117,90,True,False
943,4,29.34,8,4,False,False
951,41,419.19,61,41,False,False
959,17,28.99,44,17,False,False
961,30,9.06,46,35,False,False
975,46,8.67,100,50,False,False
993,8,5.68,21,9,False,False
1000,46,125.99,59,51,False,False
1002,19,115.99,23,21,False,False
1011,32,2.18,67,37,False,False
1012,24,5.94,47,27,False,False
1018,14,30.56,31,16,False,False
1019,42,110.99,94,47,False,False
1023,44,95.99,80,46,False,False
1026,39,14.48,117,39,False,False
1039,43,19.99,60,50,False,False
1044,19,107.53,35,20,False,False
1061,6,205.99,10,6,False,False
1073,35,99.99,94,41,False,False
1077,18,4.91,19,19,False,False
1080,2,3.98,4,2,False,False
1097,37,5.98,109,38,False,False
1107,50,6.75,137,55,True,False
1119,13,5.43,18,14,False,False
1122,17,9.27,51,17,False,False
1132,25,48.04,40,26,False,False
1151,2,55.98,5,2,False,False
1167,11,35.44,30,13,False,False
1170,25,26.38,25,25,False,False
1171,4,19.98,4,4,False,False
1178,31,5.98,81,34,False,False
1189,30,4.98,75,32,False,False
1204,15,4.98,20,15,False,False
1207,7,22.84,17,8,False,False
1209,4,6.48,11,4,False,False
1213,3,4.98,8,3,False,False
1244,17,6.48,36,19,False,False
1247,32,19.98,33,38,False,False
1254,35,125.99,56,40,False,False
1257,1,205.99,1,1,False,False
24,18,210.55,46,19,False,False
31,43,205.99,117,46,False,False
32,33,65.99,62,35,False,False
47,8,65.99,12,8,False,False
85,47,35.99,110,50,False,False
87,44,20.99,83,48,False,False
93,17,85.99,50,20,False,False
94,41,35.99,58,49,False,False
96,5,20.99,6,5,False,False
101,6,85.99,10,6,False,False
117,50,8.62,130,50,True,False
130,21,8.34,21,22,False,False
144,14,30.93,23,15,False,False
173,29,2.88,38,29,False,False
186,46,2.61,68,48,False,False
187,37,3.75,79,37,False,False
189,15,2.89,24,15,False,False
193,31,4.13,51,33,False,False
195,44,4.91,72,44,False,False
202,7,3.15,14,7,False,False
207,57,5.53,96,60,True,False
209,51,22.38,76,59,True,False
210,50,5.98,146,60,True,False
214,42,3.85,102,46,False,False
216,31,3.38,54,34,False,False
217,12,5.84,23,13,False,False
221,7,3.58,15,8,False,False
226,80,6.81,174,94,True,False
237,35,1.26,61,35,False,False
238,29,105.49,43,33,False,False
242,46,85.29,104,50,False,False
243,41,19.98,84,48,False,False
250,21,59.98,30,25,False,False
252,16,30.98,45,18,False,False
269,23,5.74,47,23,False,False
279,12,39.98,22,12,False,False
282,36,11.66,53,40,False,False
293,45,348.21,115,45,False,False
310,20,155.99,51,20,False,False
311,42,195.99,56,45,False,False
323,2,449.99,4,2,False,False
327,41,3.36,62,42,False,False
337,38,217.85,97,39,False,False
354,26,14.58,71,27,False,False
385,42,29.18,91,49,False,False
389,8,4.26,9,8,False,False
396,4,3.8,9,4,False,False
414,42,10.64,48,44,False,False
422,42,39.98,51,47,False,False
424,36,6.98,75,39,False,False
429,12,6.28,23,12,False,False
432,20,12.07,44,23,False,False
453,44,500.97,127,46,False,False
463,23,19.23,48,23,False,False
466,1,22.23,2,1,False,False
468,6,22.72,9,6,False,False
477,12,11.7,27,14,False,False
488,23,387.99,28,27,False,False
495,21,193.17,56,25,False,False
501,20,8.04,38,23,False,False
507,14,18.94,16,16,False,False
513,47,12.95,141,56,False,False
515,6,420.98,6,6,False,False
528,37,15.99,66,40,False,False
545,19,99.23,22,19,False,False
576,59,15.7,93,65,True,False
582,50,599.99,66,58,False,False
597,15,14.42,17,15,False,False
600,20,68.81,43,21,False,False
603,8,209.37,19,8,False,False
614,68,243.98,144,81,True,False
619,44,216.6,75,44,False,False
621,3,140.81,9,3,False,False
631,37,7.77,89,41,False,False
656,49,304.99,101,57,False,False
659,17,3.98,32,18,False,False
662,50,150.98,135,60,True,False
684,18,7.4,34,20,False,False
686,23,35.89,39,25,False,False
690,2,81.32,3,2,False,False
699,21,73.98,34,21,False,False
706,10,182.55,21,12,False,False
714,18,90.97,32,19,False,False
719,66,15.98,110,75,True,False
730,6,125.99,8,7,False,False
732,44,4.82,109,51,False,False
741,53,4.89,64,58,True,False
749,2,28.48,3,2,False,False
761,26,20.97,55,27,False,False
771,12,1.82,17,13,False,False
775,31,1.76,56,37,False,False
777,48,5.58,101,50,False,False
790,47,4.28,118,48,False,False
791,3,3.28,4,3,False,False
805,1,12.64,2,1,False,False
822,58,130.98,85,61,True,False
827,16,100.89,29,18,False,False
840,29,34.58,77,33,False,False
847,12,11.58,30,13,False,False
855,10,4.71,22,11,False,False
866,19,2.78,38,20,False,False
871,36,4.91,64,42,False,False
881,19,195.99,36,20,False,False
889,2,4.98,2,2,False,False
891,22,1.76,50,23,False,False
900,35,3.74,83,36,False,False
906,65,138.14,165,66,True,False
907,50,128.24,88,56,True,False
910,50,349.45,106,59,True,False
926,5,279.81,9,5,False,False
946,35,499.99,40,42,False,False
967,2,4.48,2,2,False,False
975,42,8.67,109,45,False,False
976,27,11.97,71,31,False,False
978,45,5.58,67,45,False,False
984,31,9.38,82,34,False,False
989,32,7.96,53,36,False,False
995,32,3.93,45,37,False,False
1001,7,65.99,17,8,False,True
1002,42,115.99,110,50,False,False
1032,24,8.01,57,26,False,False
1033,1,4.76,3,1,False,False
1052,29,48.91,86,30,False,False
1085,46,205.99,133,51,False,False
1093,32,115.79,36,35,False,False
1107,40,6.75,90,44,False,False
1116,41,5.8,55,46,False,False
1122,34,9.27,88,35,False,False
1129,38,12.28,58,39,False,False
1130,31,55.98,66,33,False,False
1141,31,4.98,33,32,False,False
1144,22,30.98,34,25,False,False
1145,24,4.98,49,28,False,False
1162,4,4.28,6,4,False,False
1168,47,12.28,90,56,False,False
1176,33,54.96,49,36,False,False
1183,50,30.98,80,53,False,False
1189,13,4.98,34,14,False,False
1204,9,4.98,21,9,False,False
1214,14,4.28,36,15,False,False
1230,47,6.48,109,54,False,False
1236,26,6.48,33,28,False,False
1241,19,6.48,38,22,False,False
1254,41,125.99,107,44,False,False
2,46,15.67,63,51,False,True
13,50,2.6,74,51,True,False
14,12,19.98,16,12,False,False
16,18,20.99,37,20,False,True
18,38,115.99,70,42,False,False
19,31,200.99,89,35,False,False
20,40,175.99,107,42,False,False
21,27,65.99,34,28,False,False
30,21,155.99,21,22,False,False
40,48,3.98,50,49,True,False
45,20,65.99,49,22,False,False
76,43,15.99,56,50,False,False
94,37,35.99,57,44,False,False
97,50,20.99,117,59,True,False
101,3,85.99,9,3,False,False
105,42,3.55,70,43,False,False
127,23,12.98,47,24,False,False
128,81,10.23,138,90,True,False
134,50,3.14,69,51,True,False
135,29,6.88,69,34,False,False
149,11,2.18,19,12,False,False
150,24,5.81,29,24,False,False
167,22,260.98,36,24,False,False
170,36,180.98,75,43,False,False
173,24,2.88,43,25,False,True
182,41,2.88,46,46,False,False
195,42,4.91,120,50,False,False
201,6,3.69,16,6,False,False
206,42,2.88,121,45,False,False
210,4,5.98,5,4,False,True
224,29,1.98,43,34,False,False
228,47,40.98,134,48,False,False
229,61,4.98,165,72,True,False
237,35,1.26,73,41,False,False
243,7,19.98,7,7,False,False
254,49,42.98,126,56,True,False
255,4,27.48,7,4,False,False
262,48,145.98,133,57,False,False
290,43,30.98,64,51,False,False
301,49,212.6,99,55,True,False
318,38,150.98,62,41,False,False
330,46,80.98,130,51,False,False
334,12,320.64,36,12,False,False
374,50,50.98,97,54,True,False
386,11,415.88,28,12,False,False
396,29,3.8,52,34,False,False
406,2,79.52,6,2,False,False
407,45,55.5,80,52,False,False
434,4,7.38,11,4,False,False
444,21,8.45,38,22,False,False
451,44,270.97,58,51,False,False
455,13,49.43,25,14,False,False
461,41,17.67,48,44,False,False
465,37,22.23,65,37,False,False
475,12,33.29,17,14,False,False
497,47,140.85,86,49,False,False
511,3,6.98,4,3,False,False
523,4,8.88,6,4,False,False
528,30,15.99,60,31,False,False
547,24,280.98,46,28,False,False
557,28,122.99,58,30,False,False
558,44,150.89,131,45,False,False
561,8,89.99,22,8,False,False
562,35,300.98,104,41,False,False
565,11,500.98,14,11,False,False
568,19,159.99,35,20,False,False
571,44,6.68,59,52,False,False
582,41,599.99,120,49,False,False
586,33,400.97,55,34,False,False
598,40,14.81,117,45,False,False
599,19,11.33,42,21,False,False
608,39,355.98,114,42,False,False
611,49,296.18,95,55,True,False
620,10,159.31,25,11,False,False
631,16,7.77,36,18,False,False
632,20,4.48,50,20,False,False
634,38,3.95,52,41,False,False
637,14,3.48,14,16,False,False
644,48,27.42,95,56,False,False
650,72,39.98,166,85,True,False
653,7,11.5,10,8,False,False
669,4,5.98,5,4,False,False
672,46,8.46,59,46,False,False
675,50,35.41,138,54,True,False
678,3,8.12,5,3,False,False
680,40,40.98,107,48,False,False
693,13,40.98,25,14,False,False
698,38,40.48,113,39,False,False
711,12,16.06,12,12,False,False
761,23,20.97,59,25,False,False
768,43,34.76,120,43,False,False
775,14,1.76,38,16,False,False
779,19,2.78,26,21,False,False
785,21,2.21,28,24,False,False
794,21,2.88,51,21,False,False
809,36,48.58,103,42,False,False
823,30,180.98,75,35,False,False
828,4,110.98,8,4,False,False
842,47,145.45,141,50,False,False
846,47,15.57,119,55,False,False
847,23,11.58,54,27,False,False
849,23,9.93,25,27,False,False
854,32,15.15,58,33,False,False
877,16,2.21,19,17,False,False
889,26,4.98,51,26,False,False
897,33,16.74,34,35,False,False
898,47,2.08,56,53,False,False
900,45,3.74,130,51,False,False
905,20,113.64,50,20,False,False
908,25,42.76,72,25,False,False
909,29,26.64,53,29,False,False
912,49,7.08,97,50,True,False
916,26,95.99,73,28,False,False
921,17,2.1,20,18,False,False
940,19,3.14,41,22,False,False
968,11,4.48,27,12,False,False
972,24,9.78,28,26,False,False
978,27,5.58,42,31,False,False
980,19,3.78,22,22,False,False
988,7,6.47,17,7,False,False
994,33,10.98,75,33,False,False
995,20,3.93,42,21,False,False
1001,65,65.99,67,68,True,False
1002,38,115.99,68,42,False,False
1013,40,4.24,59,40,False,False
1015,45,6.78,85,51,False,False
1021,32,195.99,87,38,False,False
1025,26,195.99,76,31,False,False
1035,8,65.99,12,8,False,False
1039,8,19.99,18,9,False,False
1040,36,105.98,79,41,False,False
1044,39,107.53,79,45,False,False
1072,45,99.99,86,46,False,False
1098,4,8.37,12,4,False,False
1104,28,5.28,77,29,False,False
1110,44,7.1,74,47,False,False
1111,43,5.18,59,50,False,False
1120,4,7.04,6,4,False,False
1126,45,11.29,70,54,False,False
1127,23,11.34,58,24,False,False
1128,32,35.44,35,36,False,False
1132,36,48.04,92,37,False,False
1140,47,9.99,64,54,False,False
1147,4,6.48,9,4,False,False
1155,48,48.91,133,52,True,False
1166,8,6.48,16,8,False,False
1167,37,35.44,106,39,False,False
1174,43,18.97,57,50,False,False
1175,25,55.48,50,25,False,False
1188,22,5.78,60,23,False,False
1214,40,4.28,78,44,False,False
1216,38,5.98,79,45,False,False
1236,36,6.48,99,43,False,False
1242,36,6.48,105,38,False,False
1247,33,19.98,85,35,False,False
1259,2,125.99,5,2,False,False
2,67,15.67,185,71,True,False
6,23,9.9,63,27,False,False
13,26,2.6,69,27,False,False
16,49,20.99,139,54,True,False
19,28,200.99,58,30,False,False
38,44,18.65,51,45,False,False
39,7,136.98,18,7,False,False
44,11,125.99,12,13,False,False
52,45,65.99,123,51,False,False
59,13,85.99,30,14,False,False
66,38,125.99,114,41,False,False
70,39,195.99,89,39,False,False
87,44,20.99,76,51,False,False
90,58,20.99,68,68,True,False
102,33,35.99,37,34,False,False
120,42,2.78,66,50,False,False
123,40,6.84,99,44,False,False
132,22,8.57,27,25,False,False
135,40,6.88,59,43,False,False
150,42,5.81,112,48,False,False
155,54,12.22,135,60,True,False
159,3,15.23,6,3,False,False
162,16,7.28,47,19,False,False
173,49,2.88,105,53,True,False
182,5,2.88,6,5,False,False
196,18,6.3,25,19,False,False
201,41,3.69,57,43,False,False
204,32,3.89,57,33,False,False
206,25,2.88,48,25,False,False
210,50,5.98,65,56,True,False
220,15,4.49,15,18,False,False
229,23,4.98,49,23,False,False
233,34,3.38,86,37,False,False
234,17,1.7,20,20,False,False
254,38,42.98,73,43,False,False
265,26,146.34,64,27,False,False
284,35,21.38,89,41,False,False
293,56,348.21,160,67,True,False
306,6,100.98,8,6,False,False
322,28,599.99,81,31,False,False
331,46,80.98,96,48,False,False
336,49,550.98,101,56,True,False
340,42,3.69,102,42,False,False
358,41,8.57,119,44,False,False
361,21,9.77,27,25,False,False
378,48,15.42,51,52,False,False
381,28,51.65,31,33,False,False
384,36,92.23,96,38,False,False
411,53,40.89,114,54,True,False
415,45,9.65,88,50,False,False
420,13,2.23,17,15,False,False
441,28,49.34,74,30,False,False
462,12,25.38,31,13,False,False
470,35,30.73,102,35,False,False
477,44,11.7,110,46,False,False
485,6,43.22,12,7,False,False
501,23,8.04,66,25,False,False
503,35,9.71,81,40,False,False
516,4,525.98,9,4,False,False
518,34,63.98,66,38,False,False
524,77,14.27,189,78,True,False
534,22,59.78,37,25,False,False
541,24,7.68,70,27,False,False
547,42,280.98,58,42,False,False
550,45,284.98,98,53,False,False
553,22,50.98,22,24,False,False
563,35,60.89,50,38,False,False
564,38,25.98,90,38,False,False
579,16,10.91,44,16,False,False
588,8,115.99,13,8,False,False
590,22,80.97,37,22,False,False
597,25,14.42,29,29,False,False
612,39,113.98,47,44,False,False
613,44,243.98,56,49,False,False
625,36,31.76,77,39,False,False
627,17,76.72,44,19,False,False
631,16,7.77,28,19,False,False
634,45,3.95,125,45,False,False
643,46,63.94,56,47,False,False
653,38,11.5,59,41,False,False
666,29,5.98,66,31,False,False
667,26,15.98,67,28,False,False
669,31,5.98,64,34,False,False
677,21,33.98,54,23,False,False
679,7,4.77,16,7,False,False
685,40,16.51,60,48,False,False
704,7,24.95,9,8,False,False
709,43,2.52,97,48,False,False
711,10,16.06,29,11,False,False
716,6,218.08,7,7,False,False
717,25,33.98,75,30,False,False
723,34,80.98,100,40,False,False
724,6,30.98,12,7,False,False
728,35,102.3,95,39,False,False
730,48,125.99,129,56,False,False
735,42,12.88,84,43,False,False
740,37,7.59,46,42,False,False
759,16,83.1,36,19,False,False
763,16,39.98,33,17,False,False
766,48,17.99,56,53,False,False
769,9,104.85,18,9,False,False
770,36,162.93,36,42,False,False
774,47,4.13,136,51,False,False
777,24,5.58,38,26,False,False
778,50,5.98,119,59,True,False
784,46,1.76,120,50,False,False
788,21,2.78,29,21,False,False
799,27,3.28,51,29,False,False
810,17,58.14,46,20,False,False
812,50,81.94,85,57,True,False
826,29,90.98,50,29,False,False
842,46,145.45,131,53,False,False
849,4,9.93,9,4,False,False
853,14,14.97,34,15,False,False
856,19,18.99,26,21,False,False
862,13,12.21,20,15,False,False
866,44,2.78,77,52,False,False
874,1,19.84,1,1,False,False
884,18,12.28,41,20,False,False
890,9,7.64,19,10,False,False
892,46,1.89,106,52,False,False
909,15,26.64,28,16,False,False
910,4,349.45,6,4,False,False
